Order ID,order_date,ship_date,ship_mode,customer_id,country_customer,city_customer,state_customer,postal_code_customer,division,region_customer,product_id,product_name,sales,units,gross_profit,cost,lead_time,factory,lat_factory,long_company,city_company,state_company,country_company
US-2021-119081-CHO-FUD-51000,2024-09-12,2027-03-12,Standard Class,119081,united states,olathe,kansas,66062,Chocolate,interior,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119081-CHO-SCR-58000,2024-09-12,2027-03-12,Standard Class,119081,united states,olathe,kansas,66062,Chocolate,interior,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119081-CHO-TRI-54000,2024-09-12,2027-03-12,Standard Class,119081,united states,olathe,kansas,66062,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,7.5,2,4.9,2.6,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-119137-CHO-MIL-31000,2024-07-23,2027-01-17,Standard Class,119137,united states,tucson,arizona,85705,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,3.25,1,2.11,1.14,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-119137-CHO-NUT-13000,2024-07-23,2027-01-17,Standard Class,119137,united states,tucson,arizona,85705,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,27.92,8,19.92,8.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119137-CHO-SCR-58000,2024-07-23,2027-01-17,Standard Class,119137,united states,tucson,arizona,85705,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,54.0,15,37.5,16.5,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119144-CHO-NUT-13000,2024-11-16,2027-05-11,First Class,119144,united states,los angeles,california,90008,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,10.47,3,7.47,3.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119144-CHO-SCR-58000,2024-11-16,2027-05-11,First Class,119144,united states,los angeles,california,90008,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,25.200000000000003,7,17.5,7.7,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119151-CHO-SCR-58000,2024-11-25,2027-05-22,Second Class,119151,united states,new york city,new york,10009,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119151-CHO-TRI-54000,2024-11-25,2027-05-22,Second Class,119151,united states,new york city,new york,10009,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,15.0,4,9.8,5.2,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-119172-CHO-NUT-13000,2024-05-11,2026-11-05,Standard Class,119172,united states,chicago,illinois,60610,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,31.41,9,22.41,9.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119172-OTH-LIC-15000,2024-05-11,2026-11-05,Standard Class,119172,united states,chicago,illinois,60610,Other,interior,OTH-LIC-15000,lickable wallpaper,60.0,3,30.0,30.0,9,secret factory,41.446333,-90.565487,moline,il,usa
US-2021-119375-CHO-MIL-31000,2024-11-17,2027-05-15,Standard Class,119375,united states,newark,delaware,19711,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,16.25,5,10.55,5.7,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-119375-CHO-SCR-58000,2024-11-17,2027-05-15,Standard Class,119375,united states,newark,delaware,19711,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,25.2,7,17.5,7.7,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119375-OTH-LIC-15000,2024-11-17,2027-05-15,Standard Class,119375,united states,newark,delaware,19711,Other,atlantic,OTH-LIC-15000,lickable wallpaper,60.0,3,30.0,30.0,9,secret factory,41.446333,-90.565487,moline,il,usa
US-2021-119466-CHO-NUT-13000,2024-12-15,2027-06-13,Standard Class,119466,united states,chicago,illinois,60623,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,6.98,2,4.98,2.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-119529-CHO-MIL-31000,2024-11-03,2027-04-28,Second Class,119529,united states,orange,new jersey,7050,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,6.5,2,4.22,2.28,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-119977-CHO-SCR-58000,2024-10-08,2027-04-05,Second Class,119977,united states,new york city,new york,10011,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120096-CHO-NUT-13000,2024-07-04,2026-12-28,First Class,120096,united states,aurora,colorado,80013,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,6.98,2,4.98,2.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120096-CHO-TRI-54000,2024-07-04,2026-12-28,First Class,120096,united states,aurora,colorado,80013,Chocolate,pacific,CHO-TRI-54000,wonka bar triple dazzle caramel,15.0,4,9.8,5.2,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120175-CHO-TRI-54000,2024-11-28,2027-05-26,Standard Class,120175,united states,richmond,indiana,47374,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,22.5,6,14.7,7.8,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120236-OTH-GUM-21000,2024-09-03,2027-02-25,First Class,120236,united states,houston,texas,77095,Other,interior,OTH-GUM-21000,wonka gum,6.25,5,3.25,3.0,9,secret factory,41.446333,-90.565487,moline,il,usa
US-2021-120243-OTH-GUM-21000,2024-12-27,2027-06-22,Second Class,120243,united states,los angeles,california,90004,Other,pacific,OTH-GUM-21000,wonka gum,5.0,4,2.6,2.4,9,secret factory,41.446333,-90.565487,moline,il,usa
US-2021-120278-CHO-FUD-51000,2024-11-07,2027-05-05,Standard Class,120278,united states,wausau,wisconsin,54401,Chocolate,interior,CHO-FUD-51000,wonka bar fudge mallows,21.6,6,14.4,7.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120278-CHO-NUT-13000,2024-11-07,2027-05-05,Standard Class,120278,united states,wausau,wisconsin,54401,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,10.47,3,7.47,3.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120278-CHO-SCR-58000,2024-11-07,2027-05-05,Standard Class,120278,united states,wausau,wisconsin,54401,Chocolate,interior,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120278-CHO-TRI-54000,2024-11-07,2027-05-05,Standard Class,120278,united states,wausau,wisconsin,54401,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,11.25,3,7.35,3.9,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120313-CHO-TRI-54000,2024-10-31,2027-04-25,Second Class,120313,united states,san francisco,california,94110,Chocolate,pacific,CHO-TRI-54000,wonka bar triple dazzle caramel,7.5,2,4.9,2.6,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120411-CHO-FUD-51000,2024-09-20,2027-03-16,First Class,120411,united states,chicago,illinois,60653,Chocolate,interior,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120411-CHO-SCR-58000,2024-09-20,2027-03-16,First Class,120411,united states,chicago,illinois,60653,Chocolate,interior,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120432-CHO-SCR-58000,2024-08-24,2027-02-16,Second Class,120432,united states,owensboro,kentucky,42301,Chocolate,gulf,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120474-CHO-SCR-58000,2024-12-01,2027-05-26,First Class,120474,united states,madison,wisconsin,53711,Chocolate,interior,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120474-CHO-TRI-54000,2024-12-01,2027-05-26,First Class,120474,united states,madison,wisconsin,53711,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,30.0,8,19.6,10.4,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120544-CHO-FUD-51000,2024-11-23,2027-05-20,Standard Class,120544,united states,mesquite,texas,75150,Chocolate,interior,CHO-FUD-51000,wonka bar fudge mallows,18.0,5,12.0,6.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120544-CHO-NUT-13000,2024-11-23,2027-05-20,Standard Class,120544,united states,mesquite,texas,75150,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,24.43,7,17.43,7.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120670-CHO-SCR-58000,2024-11-02,2027-04-29,Standard Class,120670,united states,fort lauderdale,florida,33311,Chocolate,gulf,CHO-SCR-58000,wonka bar scrumdiddlyumptious,36.0,10,25.0,11.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120740-CHO-MIL-31000,2024-04-15,2026-10-06,Same Day,120740,united states,los angeles,california,90049,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,6.5,2,4.22,2.28,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120740-CHO-NUT-13000,2024-04-15,2026-10-06,Same Day,120740,united states,los angeles,california,90049,Chocolate,pacific,CHO-NUT-13000,wonka bar nutty crunch surprise,13.96,4,9.96,4.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120768-CHO-FUD-51000,2024-12-19,2027-06-13,Second Class,120768,united states,florence,alabama,35630,Chocolate,gulf,CHO-FUD-51000,wonka bar fudge mallows,3.6,1,2.4,1.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120768-CHO-MIL-31000,2024-12-19,2027-06-13,Second Class,120768,united states,florence,alabama,35630,Chocolate,gulf,CHO-MIL-31000,wonka bar milk chocolate,65.0,20,42.2,22.8,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120775-CHO-NUT-13000,2024-10-03,2027-03-30,Standard Class,120775,united states,dallas,texas,75217,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,6.98,2,4.98,2.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120775-CHO-SCR-58000,2024-10-03,2027-03-30,Standard Class,120775,united states,dallas,texas,75217,Chocolate,interior,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120775-CHO-TRI-54000,2024-10-03,2027-03-30,Standard Class,120775,united states,dallas,texas,75217,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,26.25,7,17.15,9.1,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120838-CHO-FUD-51000,2024-03-23,2026-09-16,Second Class,120838,united states,los angeles,california,90036,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,21.6,6,14.4,7.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120838-CHO-TRI-54000,2024-03-23,2026-09-16,Second Class,120838,united states,los angeles,california,90036,Chocolate,pacific,CHO-TRI-54000,wonka bar triple dazzle caramel,7.5,2,4.9,2.6,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120852-CHO-NUT-13000,2024-12-20,2027-06-17,Standard Class,120852,united states,grand prairie,texas,75051,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,17.45,5,12.45,5.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120852-CHO-SCR-58000,2024-12-20,2027-06-17,Standard Class,120852,united states,grand prairie,texas,75051,Chocolate,interior,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-120887-CHO-MIL-31000,2024-09-27,2027-03-26,Standard Class,120887,united states,hackensack,new jersey,7601,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,9.75,3,6.33,3.42,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-120950-CHO-NUT-13000,2024-11-06,2027-05-04,Standard Class,120950,united states,columbus,georgia,31907,Chocolate,gulf,CHO-NUT-13000,wonka bar nutty crunch surprise,20.94,6,14.94,6.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121006-CHO-FUD-51000,2024-11-10,2027-05-09,Standard Class,121006,united states,midland,michigan,48640,Chocolate,interior,CHO-FUD-51000,wonka bar fudge mallows,10.8,3,7.2,3.6,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121006-CHO-MIL-31000,2024-11-10,2027-05-09,Standard Class,121006,united states,midland,michigan,48640,Chocolate,interior,CHO-MIL-31000,wonka bar milk chocolate,9.75,3,6.33,3.42,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-121006-CHO-NUT-13000,2024-11-10,2027-05-09,Standard Class,121006,united states,midland,michigan,48640,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,10.47,3,7.47,3.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121006-CHO-SCR-58000,2024-11-10,2027-05-09,Standard Class,121006,united states,midland,michigan,48640,Chocolate,interior,CHO-SCR-58000,wonka bar scrumdiddlyumptious,10.8,3,7.5,3.3,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121006-CHO-TRI-54000,2024-11-10,2027-05-09,Standard Class,121006,united states,midland,michigan,48640,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,18.75,5,12.25,6.5,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-121167-CHO-FUD-51000,2024-11-28,2027-05-23,Second Class,121167,united states,freeport,new york,11520,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121286-CHO-FUD-51000,2024-11-04,2027-05-01,Second Class,121286,united states,cary,north carolina,27511,Chocolate,gulf,CHO-FUD-51000,wonka bar fudge mallows,10.8,3,7.2,3.6,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121286-CHO-MIL-31000,2024-11-04,2027-05-01,Second Class,121286,united states,cary,north carolina,27511,Chocolate,gulf,CHO-MIL-31000,wonka bar milk chocolate,16.25,5,10.55,5.7,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-121566-CHO-SCR-58000,2024-06-30,2026-12-27,Standard Class,121566,united states,new york city,new york,10011,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,3.6,1,2.5,1.1,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121566-CHO-TRI-54000,2024-06-30,2026-12-27,Standard Class,121566,united states,new york city,new york,10011,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,11.25,3,7.35,3.9,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-121573-CHO-MIL-31000,2024-11-03,2027-04-30,Standard Class,121573,united states,new york city,new york,10009,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,6.5,2,4.22,2.28,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-121573-CHO-NUT-13000,2024-11-03,2027-04-30,Standard Class,121573,united states,new york city,new york,10009,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,13.96,4,9.96,4.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121573-CHO-SCR-58000,2024-11-03,2027-04-30,Standard Class,121573,united states,new york city,new york,10009,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121629-CHO-MIL-31000,2024-11-28,2027-05-25,Standard Class,121629,united states,houston,texas,77041,Chocolate,interior,CHO-MIL-31000,wonka bar milk chocolate,16.25,5,10.55,5.7,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-121664-CHO-MIL-31000,2024-05-06,2026-10-31,Standard Class,121664,united states,los angeles,california,90049,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,26.0,8,16.88,9.12,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-121727-CHO-FUD-51000,2024-08-19,2027-02-14,Standard Class,121727,united states,columbus,ohio,43229,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121734-CHO-FUD-51000,2024-04-11,2026-10-07,Standard Class,121734,united states,lewiston,idaho,83501,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,3.6,1,2.4,1.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121762-CHO-FUD-51000,2024-02-14,2026-08-11,Standard Class,121762,united states,seattle,washington,98103,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121762-CHO-SCR-58000,2024-02-14,2026-08-11,Standard Class,121762,united states,seattle,washington,98103,Chocolate,pacific,CHO-SCR-58000,wonka bar scrumdiddlyumptious,18.0,5,12.5,5.5,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-121769-CHO-NUT-13000,2024-04-08,2026-10-03,Standard Class,121769,united states,toledo,ohio,43615,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,3.49,1,2.49,1.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122021-CHO-FUD-51000,2024-10-15,2027-04-09,First Class,122021,united states,parma,ohio,44134,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122021-CHO-SCR-58000,2024-10-15,2027-04-09,First Class,122021,united states,parma,ohio,44134,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122070-CHO-NUT-13000,2024-04-22,2026-10-15,Second Class,122070,united states,troy,new york,12180,Chocolate,atlantic,CHO-NUT-13000,wonka bar nutty crunch surprise,10.47,3,7.47,3.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122070-OTH-KAZ-38000,2024-04-22,2026-10-15,Second Class,122070,united states,troy,new york,12180,Other,atlantic,OTH-KAZ-38000,kazookles,26.0,8,2.0,24.0,9,the other factory,35.1175,-89.971107,memphis,tn,usa
US-2021-122217-CHO-MIL-31000,2024-11-24,2027-05-22,Standard Class,122217,united states,virginia beach,virginia,23464,Chocolate,gulf,CHO-MIL-31000,wonka bar milk chocolate,16.25,5,10.55,5.7,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122336-CHO-MIL-31000,2024-04-13,2026-10-08,Second Class,122336,united states,philadelphia,pennsylvania,19140,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,13.0,4,8.44,4.56,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122336-CHO-SCR-58000,2024-04-13,2026-10-08,Second Class,122336,united states,philadelphia,pennsylvania,19140,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,79.2,22,55.0,24.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122336-OTH-LIC-15000,2024-04-13,2026-10-08,Second Class,122336,united states,philadelphia,pennsylvania,19140,Other,atlantic,OTH-LIC-15000,lickable wallpaper,260.0,13,130.0,130.0,9,secret factory,41.446333,-90.565487,moline,il,usa
US-2021-122567-CHO-FUD-51000,2024-02-16,2026-08-14,Standard Class,122567,united states,dallas,texas,75220,Chocolate,interior,CHO-FUD-51000,wonka bar fudge mallows,7.2,2,4.8,2.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122567-CHO-TRI-54000,2024-02-16,2026-08-14,Standard Class,122567,united states,dallas,texas,75220,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,11.25,3,7.35,3.9,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122588-CHO-TRI-54000,2024-11-25,2027-05-20,Second Class,122588,united states,woonsocket,rhode island,2895,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,7.5,2,4.9,2.6,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122609-CHO-MIL-31000,2024-11-12,2027-05-11,Standard Class,122609,united states,carrollton,texas,75007,Chocolate,interior,CHO-MIL-31000,wonka bar milk chocolate,9.75,3,6.33,3.42,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122609-CHO-TRI-54000,2024-11-12,2027-05-11,Standard Class,122609,united states,carrollton,texas,75007,Chocolate,interior,CHO-TRI-54000,wonka bar triple dazzle caramel,7.5,2,4.9,2.6,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122679-CHO-TRI-54000,2024-07-22,2027-01-18,Standard Class,122679,united states,los angeles,california,90008,Chocolate,pacific,CHO-TRI-54000,wonka bar triple dazzle caramel,22.5,6,14.7,7.8,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122749-CHO-NUT-13000,2024-12-03,2027-06-01,Standard Class,122749,united states,oklahoma city,oklahoma,73120,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,13.96,4,9.96,4.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122882-CHO-FUD-51000,2024-09-07,2027-03-06,Standard Class,122882,united states,philadelphia,pennsylvania,19134,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,3.6,1,2.4,1.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122882-CHO-MIL-31000,2024-09-07,2027-03-06,Standard Class,122882,united states,philadelphia,pennsylvania,19134,Chocolate,atlantic,CHO-MIL-31000,wonka bar milk chocolate,13.0,4,8.44,4.56,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122882-CHO-SCR-58000,2024-09-07,2027-03-06,Standard Class,122882,united states,philadelphia,pennsylvania,19134,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122882-CHO-TRI-54000,2024-09-07,2027-03-06,Standard Class,122882,united states,philadelphia,pennsylvania,19134,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,11.25,3,7.35,3.9,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122931-CHO-FUD-51000,2024-09-29,2027-03-26,Standard Class,122931,united states,philadelphia,pennsylvania,19134,Chocolate,atlantic,CHO-FUD-51000,wonka bar fudge mallows,14.4,4,9.6,4.8,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122931-CHO-SCR-58000,2024-09-29,2027-03-26,Standard Class,122931,united states,philadelphia,pennsylvania,19134,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,14.4,4,10.0,4.4,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-122931-CHO-TRI-54000,2024-09-29,2027-03-26,Standard Class,122931,united states,philadelphia,pennsylvania,19134,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,22.5,6,14.7,7.8,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-122931-OTH-GUM-21000,2024-09-29,2027-03-26,Standard Class,122931,united states,philadelphia,pennsylvania,19134,Other,atlantic,OTH-GUM-21000,wonka gum,13.75,11,7.15,6.6,9,secret factory,41.446333,-90.565487,moline,il,usa
US-2021-122931-OTH-KAZ-38000,2024-09-29,2027-03-26,Standard Class,122931,united states,philadelphia,pennsylvania,19134,Other,atlantic,OTH-KAZ-38000,kazookles,6.5,2,0.5,6.0,9,the other factory,35.1175,-89.971107,memphis,tn,usa
US-2021-122959-CHO-MIL-31000,2024-12-12,2027-06-04,Same Day,122959,united states,san antonio,texas,78207,Chocolate,interior,CHO-MIL-31000,wonka bar milk chocolate,6.5,2,4.22,2.28,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-123064-CHO-NUT-13000,2024-06-30,2026-12-23,First Class,123064,united states,chicago,illinois,60653,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,13.96,4,9.96,4.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-123127-CHO-SCR-58000,2024-09-08,2027-03-05,Standard Class,123127,united states,long beach,new york,11561,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,7.2,2,5.0,2.2,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-123183-CHO-SCR-58000,2024-11-19,2027-05-18,Standard Class,123183,united states,wilmington,delaware,19805,Chocolate,atlantic,CHO-SCR-58000,wonka bar scrumdiddlyumptious,21.6,6,15.0,6.6,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-123183-CHO-TRI-54000,2024-11-19,2027-05-18,Standard Class,123183,united states,wilmington,delaware,19805,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,56.25,15,36.75,19.5,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-123225-CHO-MIL-31000,2024-07-11,2027-01-04,First Class,123225,united states,el paso,texas,79907,Chocolate,interior,CHO-MIL-31000,wonka bar milk chocolate,13.0,4,8.44,4.56,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-123225-CHO-NUT-13000,2024-07-11,2027-01-04,First Class,123225,united states,el paso,texas,79907,Chocolate,interior,CHO-NUT-13000,wonka bar nutty crunch surprise,6.98,2,4.98,2.0,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
US-2021-123253-CHO-TRI-54000,2024-08-22,2027-02-15,Second Class,123253,united states,lakewood,ohio,44107,Chocolate,atlantic,CHO-TRI-54000,wonka bar triple dazzle caramel,3.75,1,2.45,1.3,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-123260-CHO-MIL-31000,2024-08-26,2027-02-20,Standard Class,123260,united states,los angeles,california,90032,Chocolate,pacific,CHO-MIL-31000,wonka bar milk chocolate,26.0,8,16.88,9.12,9,wicked choccys,32.076176,-81.088371,savannah,ga,usa
US-2021-123295-CHO-FUD-51000,2024-07-18,2027-01-08,Same Day,123295,united states,tucson,arizona,85705,Chocolate,pacific,CHO-FUD-51000,wonka bar fudge mallows,14.4,4,9.6,4.8,9,lots o nuts,32.881893,-111.768036,casa grande,az,usa
